,0
3278,KCTD5
3279,DNAH3
3280,MRTFB
3281,NDUFB3
3282,CHD3
3283,EPHA7
3284,CCK
3285,VRK2
3286,SYF2
3287,HPCAL1
3288,SRBD1
3289,RGS5
3290,MAB21L4
3291,GLB1L
3292,PLAC4
3293,NRBP1
3294,LRRC23
3295,SPHK2
3296,KIAA0513
3297,SULT1A1
3298,AMOT
3299,CA1
3300,GPR35
